Grapheme	IPA	SCA	FREQUENCY	EXAMPLES
iəu	i/j əu	J E	4	"ʔviəu²²;ziəu³⁵;tiəu¹³;tiəu³³sɿ⁴⁴"
juə	ɥ ə	J E	10	"sɛ³³tjuə⁴²;djuə³³;tjuə⁴²;tjuə³³;tjuə³¹"
yĩ	y/ɥ ĩ	J I	0	
yo	y/ɥ o	J U	0	
iu	i/j u	J Y	10	"bat¹²dziu³³;waŋ⁴²ɕiu⁵³laŋ⁴²;ne³¹tsʰiu⁵⁵;xai⁵³tɕiu³³;tiu²²"
jiu	ji/j u	J Y	1	tsjiu²⁴
gwj	g wj/ɥ	K J	0	
kwj	k wj/ɥ	K J	0	
^gwj	g wj/ɥ	K J	2	"gwjaŋ³³;gwjun³³"
^kwj	k wj/ɥ	K J	5	"kwje²⁴;kwjaŋ³³;kwjaŋ²⁴;kwje²³¹taːi³¹;kwjɛn³¹"
gl	g l	K L	0	
kl	k l	K L	17	"hu⁴⁴kli⁴⁴ŋklai⁵⁵;pa³¹kloːi³⁵;ka³³kla⁵³;ko¹²kle⁵⁵;tin⁴²klaŋ³⁵"
^kl	k l	K L	51	"klə³³;kla³⁵ʔən³³;kla³⁵;kli⁴⁴;klaːŋ³⁵"
gw	g w	K W	7	"la⁰⁴gwaŋ³¹³;la⁵³gwaŋ³³;na³¹³gwa³⁵;po²³¹du⁵⁵gwai²⁴;tɕi³³gwan³³"
kw	k w	K W	95	"ku⁵⁵kwaŋ⁴⁴;pu⁵³kwe³³;tu³³kwa⁴²;ɬei⁴⁴kwe¹¹;kji³³kwa³³"
qw	q w	K W	30	"te³⁵qwen³⁵;tɑ³⁵qwei³⁵;ki⁰³qwa⁵⁵;qo³⁵qwɑ⁴⁴;ki⁰³qwa⁵⁵"
ɢw	ɢ w	K W	0	
^gw	g w	K W	18	"gwan³³;gwai²⁴;gwan³³m̥ja³⁵pla³⁵;gwai⁴²;gwaŋ³⁵"
^kw	k w	K W	177	"kwan¹³ŋo³¹;kwaŋ³¹;kwan¹³la⁵⁴;kwan¹³tai¹³;kwen⁵⁵tsʰe³¹pɔ³¹"
^qw	q w	K W	28	"qwai⁵³;qwai⁵⁵;qwɑŋ²²cɯ⁵³tsʰa³⁵;qwɑŋ²²;qwaŋ⁵⁵"
^ɢw	ɢ w	K W	1	ɢwa³⁵
kʰw	kʰ w	K W	12	"ne³¹kʰwi³³;bli⁴²kʰwat⁵³;kɔ⁴²kʰwat⁵³;ka⁰²dai⁵¹kʰwat¹¹;kɔ⁴²kʰwat⁵³"
nqw	ⁿq w	K W	0	
qʰw	qʰ w	K W	2	"tɕin³¹qʰwɑŋ⁵⁵;ʔə⁰²qʰwen⁵⁵"
ŋɢʷ	ⁿɢ w	K W	0	
^kjw	kʲ w	K W	1	kjwaŋ⁵³
^kʰw	kʰ w	K W	35	"kʰwat¹³;kʰwat⁵⁵;kʰwa⁵³;kʰwa⁵³te⁵⁵taŋ²²;kʰwa⁵³te⁵⁵ki³⁵"
^nqw	ⁿq w	K W	1	nqwɑ⁵³
^qʰw	qʰ w	K W	1	qʰwɑŋ³¹
^ŋɢʷ	ⁿɢ w	K W	0	
^m̥m	m̥ m̩	M M	0	
mʐ	m ʐ	M S	11	"pɑ⁴⁴mʐə⁴²;ʈoŋ³¹mʐɯ³¹;qɑ⁴⁴mʐə⁴²;toŋ³²mʐe⁵⁵;tɑ³⁵mʐɛ³⁵"
^mʐ	m ʐ	M S	9	"mʐə⁵³;mʐɯ²²coŋ³⁵;mʐɑ⁴²;mʐo³⁵;mʐei⁴²"
^me⁴²ŋ̩³³	ŋ̍ ³³	N 4	0	
ŋw	ŋ w	N W	11	"ʔtəu³¹ŋwat⁴²;tau⁵⁵ŋwaːt¹¹;feŋ⁵³ŋwe²²;ŋwa³¹koːŋ³⁵ŋwei³¹;pjo³¹³ŋwa¹¹"
^ŋw	ŋ w	N W	21	"ŋwei⁴²blau⁴²;ŋwan⁵¹;ŋwaŋ³³;ŋwei⁴²;ŋwa¹³pʰe⁴⁴"
n̥u	n̥ u	N Y	1	tsʰa³³n̥u⁵⁵
bl	b l	P L	5	"ŋwei⁴²blau⁴²;koŋ³³bleu³¹;gjiːŋ³³blau³³;mei⁵¹blat⁴²;m̥i³⁵blat²¹"
pl	p l	P L	34	"tə⁰²pleu³¹u⁵⁵;tə⁰²pleu³¹xu⁵⁵;ŋkau⁵³ple⁴⁴;mbja³³tə⁰²pləu³¹χu⁵⁵;mpəŋ²³¹pla³³"
^bl	b l	P L	15	"blə⁴²;bli⁴²kʰwat⁵³;blau³¹kau⁴²tsaŋ³⁵;blit²¹;blət⁴²"
^pl	p l	P L	70	"pli⁴⁴wi³³;pli³⁵;plou⁴³hou⁴⁴;plo²⁴;plɔ³²wɔ³⁵"
npl	ⁿp l	P L	0	
^npl	ⁿp l	P L	0	
nplw	ⁿp lʷ	P L	0	
^nplw	ⁿp lʷ	P L	0	
mplua	ⁿp lu/lʷ	P L	0	
^mplua	ⁿp u/lʷ	P L	0	
pʐ	p ʐ	P S	15	"tɑ³⁵pʐɑ³⁵n̥e³⁵;ko⁴⁴pʐei⁴⁴;qɑ⁴⁴pʐu⁴⁴;ɬe³⁵pʐei⁴⁴;qʰu⁴⁴pʐɯ⁴⁴"
^pʐ	p ʐ	P S	30	"pʐə¹³;pʐei²¹;pʐæ⁴²ŋkə⁵³;pʐæ⁴²ʑaŋ⁴²;pʐæ⁴²"
mpʐ	ⁿp ʐ	P S	6	"toŋ³²mpʐə¹³;ɬei⁴⁴mpʐe¹¹;kua³²mpʐɔ²¹;pu⁴²mpʐɪ²¹;ȵtɕæ³²mpʐəu⁵⁵"
pʰʐ	pʰ ʐ	P S	1	qo³⁵ʈoŋ³¹pʰʐo³⁵tə²²
^mpʐ	ⁿp ʐ	P S	12	"mpʐæ⁵³;mpʐəu⁵⁵;mpʐe¹¹;mpʐe¹¹na³²;mpʐe¹¹tɕəu²²"
^pʰʐ	pʰ ʐ	P S	1	pʰʐo³⁵
^mpʐu	ⁿp u/ʐʷ	P S	1	mpʐua⁵³
mpʐua	ⁿp ʐu/ʐʷ	P S	0	
ʁw	ʁ w	R W	5	"ʔa⁰²vjɛ⁵⁵ʁwen³¹;qo⁰⁵lɑ³¹ʁwen³¹;tə⁰²ʁwen³¹;tə⁰²ʁwen³¹;tə⁰²ʁwen³¹"
^ʁw	ʁ w	R W	3	"ʁwen³¹;ʁwen³¹;ʁwen³¹"
dl	d l	T L	3	"la⁰⁴dli⁵³;son⁴⁴dlo⁵³;ŋɢɦai³⁵dlo³¹"
tl	t l	T L	0	
^dl	d l	T L	4	"dla⁵⁵;dlau¹³;dlo³¹;dlai⁵⁵"
^tl	t l	T L	0	
dlj	d lʲ	T L	3	"ʔŋ̩¹³dljeu³¹³;dljuŋ³¹³dljuŋ³¹³;pji⁴⁴dljeu⁵³"
dlɦ	dʱ l	T L	5	"tsɿ³³dlɦa³⁵;zau⁵⁵dlɦo³⁵;ʔa³³dlɦi³⁵ki⁵⁵mpa⁵⁵;ʔa³³dlɦau³⁵;qʰɯ⁵⁵ʔa³³dlɦau³⁵"
ndl	ⁿd l	T L	0	
ntl	ⁿt l	T L	0	
^dlj	d lʲ	T L	5	"dljuŋ³¹³dljuŋ³¹³;dljuŋ³¹³tɕi³¹;dljen⁴⁴;dljuŋ²²;dljuŋ²²"
^dlɦ	dʱ l	T L	3	"dlɦi³⁵;dlɦaɯ³⁵zɦo¹¹;dlɦi³⁵"
^ndl	ⁿd l	T L	2	"ndlo⁵³;ndla³¹"
ndlɦ	ⁿdʱ l	T L	7	"ʔa⁵⁵ndlɦai¹¹;ʔa⁵⁵ndlɦa¹¹;ʔa³³ndlɦau³⁵ntau³³;ʑu⁵⁵ndlɦi³⁵;ndlɦi³⁵ndlɦau³¹"
^ndlɦ	ⁿdʱ l	T L	9	"ndlɦi³⁵;ndlɦi³⁵;ndlɦi³⁵ndlɦau³¹;ndlɦo³⁵mpa³³;ndlɦo³⁵zau⁵⁵"
ua	u/w a	W A	287	"ʐaŋ⁵³tɕua⁴⁴tɕɔ⁴⁴;tɕua⁴⁴;ʂua⁴³tsi⁵⁵;ntʂua²⁴;ntsua⁵⁵"
uã	u/w ã	W A	1	tsuã⁵⁵
uɑ	u/w ɑ	W A	0	
^wua	w ua/a	W A	2	"wua³²pʐaŋ³⁵;wua⁴²"
ue	u/w e	W E	82	"tue³³;kuæ̃⁴⁴tue⁴⁴;ɬue²¹nin²²;nue²¹;te²²nue²¹"
uæ	u/w æ	W E	14	"kuæ⁴⁴;kuæ⁴⁴qa³³pja²²;kuæ⁴⁴qa³³ŋe⁴⁴;na⁵⁵kuæ⁴⁴;pei¹³kuæ⁴⁴ʔeu⁴⁴"
uə	u/w ə	W E	74	"luə³¹;pʰuəŋ¹³;suəŋ³³;muəŋ²²miŋ⁴²;duə³³tsaŋ³⁵"
uẽ	u/w ẽ	W E	6	"pa⁴⁴tɕʰuẽ⁵⁵;qa³³puẽ³³³mjaŋ²²;ɕʰuẽ¹³;tɕuẽ²²ni⁵⁵;tuẽ³³na¹³"
uei	u/w ei	W E	26	"lu¹³suei³⁵;nau⁵⁵suei⁵⁵;nau¹³suei¹³;huei³²tɕə¹³;huei³²"
uæ̃	u/w æ̃	W E	8	"kuæ̃⁴⁴tue⁴⁴;tɕɔ⁴⁴kuæ̃⁴⁴;pɔ¹¹ɕuæ̃⁴⁴;pɔ¹¹ɕuæ̃³³;kuæ̃¹³"
uəi	u/w əi	W E	1	ʔuəi³³
uo	u/w o	W U	1	kuo⁴⁴ntə⁴²
uoː	u/w oː	W U	5	"ʔuoːm³³dzui³¹;tʃan³³ʔuoːm³⁵;ʔuoːm³³mui²¹;ŋuːi⁴²ʔuoːm³⁵;gjai³⁵ʔuoːm³⁵"
^ua	u a	Y A	0	
^ue	u e	Y E	0	
^wjaŋ	wj/ɥ a ŋ	J A N	1	wjaŋ³¹
^wjɛn	wj/ɥ ɛ n	J E N	1	wjɛn⁵³
m̥m	m̥ */ə m̩/m	M E M	1	tsjep²²m̥m³³
^ŋ̩³⁵	ŋ̍ ³⁵ +	N 2 _	0	
^ȵ̩	ȵ */ə ȵ̍/ȵ	N E N	4	"ȵ̩³¹;ȵ̩³¹dei³¹;ȵ̩³¹ki⁰³kʰo⁵³ta³³;ȵ̩³⁵n̥ei⁵³"
ʔŋ̩	ˀŋ */ə ŋ̍/ŋ	N E N	6	"kʰə³³mui³²ʔŋ̩⁴⁴;ki⁵⁵mo³²ʔŋ̩⁴⁴;mu⁵⁴ʔŋ̩⁴⁴;køe⁵⁵ʔŋ̩³³;tu²²ʔŋ̩³⁵"
^ ̩ȵ	ȵ */ə ȵ̍/ȵ	N E N	0	
^ŋ̥ŋ	ŋ */ə ŋ̍/ŋ	N E N	0	
^ʔŋ̩	ˀŋ */ə ŋ̍/ŋ	N E N	19	"ʔŋ̩¹³lau⁵³ɕi⁴⁴;ʔŋ̩⁴⁴te⁴⁴;ʔŋ̩¹³;ʔŋ̩⁴⁴;ʔŋ̩¹³dljeu³¹³"
nutŋ	n u tŋ/ŋ	N Y N	1	qo⁰⁵nutŋ²⁴
ȵtɕi²⁴	ⁿtɕ i ²⁴	T I 2	0	
^ȵtɕi²⁴	ⁿtɕ i ²⁴	T I 2	1	ȵtɕi²⁴
fŋ⁵⁵$	f */ə ŋ ⁵⁵	B E N 5	1	kon¹³fŋ⁵⁵
hŋ³¹³$	h */ə ŋ ³¹³	H E N 6	1	ma⁵³hŋ³¹³
^kŋ¹³	k */ə ŋ ¹³	K E N 2	1	kŋ¹³
kŋ³⁵$	k */ə ŋ ³⁵	K E N 2	2	"ʑa¹³kŋ³⁵;ʔa⁰⁴kŋ³⁵"
^kŋ³¹³	k */ə ŋ ³¹³	K E N 6	1	kŋ³¹³
kŋ²³¹$	k */ə ŋ ²¹³	K E N 6	1	lau³⁵kŋ²³¹
kŋ³¹³$	k */ə ŋ ³¹³	K E N 6	1	ka¹³kŋ³¹³
kʰom$	kʰ o m ⁰	K U M 6	1	tə³¹kʰom
m̩²⁴$	m */ə m̩/m ²⁴	M E M 2	2	"ta⁴²m̩²⁴;mai⁵³m̩²⁴"
m̥m³⁵$	m̥ */ə m̩/m ³⁵	M E M 2	0	
m̩²¹$	m */ə m̩/m ²¹	M E M 3	0	
m̩³¹$	m */ə m̩/m ³¹	M E M 3	2	"sa⁵³m̩³¹;qaŋ³⁵m̩³¹"
m̩⁴²$	m */ə m̩/m ⁴²	M E M 3	0	
m̩⁵³$	m */ə m̩/m ⁵³	M E M 3	0	
m̩³³$	m */ə m̩/m ³³	M E M 4	0	
m̩⁴⁴$	m */ə m̩/m ⁴⁴	M E M 5	0	
m̩⁵⁵$	m */ə m̩/m ⁵⁵	M E M 5	0	
^naːŋ_	n aː ŋ ⁰	N A N 6	0	
ŋ̩²²$	ŋ */ə ŋ̍ ²²	N E N 1	0	
ŋ̥ŋ²²$	ŋ̊ */ə ŋ ²²	N E N 1	0	
n̩³⁵$	n */ə n̩/n ³⁵	N E N 2	0	
n̩¹³$	n */ə n̩/n ¹³	N E N 2	0	
ŋ̩²⁴$	ŋ */ə ŋ̍ ²⁴	N E N 2	0	
ŋ̥ŋ²⁴$	ŋ̊ */ə ŋ ²⁴	N E N 2	0	
ŋ̥ŋ¹³$	ŋ̊ */ə ŋ ¹³	N E N 2	0	
n̩³¹$	n */ə n̩/n ³¹	N E N 3	0	
n̩⁵³$	n */ə n̩/n ⁵³	N E N 3	0	
ŋ̩³²$	ŋ */ə ŋ̍ ³²	N E N 3	0	
ŋ̩⁵³$	ŋ̍ */ə ŋ ⁵³	N E N 3	0	
ŋ̥ŋ³¹$	ŋ̊ */ə ŋ ³¹	N E N 3	1	ʔa⁰³ŋ̥ŋ³¹
ŋ̥ŋ⁵³$	ŋ̊ */ə ŋ ⁵³	N E N 3	2	"vjaŋ⁵³ŋ̥ŋ⁵³;mɔ⁵³kun³³ŋ̥ŋ⁵³"
n̩³³$	n */ə n̩/n ³³	N E N 4	0	
ŋ̥ŋ³³$	ŋ̊ */ə ŋ ³³	N E N 4	0	
n̩⁵⁵$	n */ə n̩/n ⁵⁵	N E N 5	0	
ŋ̥ŋ⁴⁴$	ŋ̊ */ə ŋ ⁴⁴	N E N 5	0	
^nen_	n e n ⁰	N E N 6	0	
ŋ̥ŋ²³¹$	ŋ̊ */ə ŋ ²³¹	N E N 6	0	
ŋ̥ŋ³¹³$	ŋ̊ */ə ŋ ³¹³	N E N 6	1	heu³⁵ŋ̥ŋ³¹³
^ŋ̥jɒ³⁵	ŋ̊ j ɒ ³⁵	N J O 2	0	
^ŋ̥jo⁵³	ŋ̊ j o ⁵³	N J U 3	0	
pŋ⁵⁵$	p */ə ŋ ⁵⁵	P E N 5	0	
^hŋ³¹³	h */ə ŋ ³¹³ +	H E N 6 _	1	hŋ³¹³kwa¹³
kŋ³⁵	k */ə ŋ ³⁵ +	K E N 2 _	0	
m̩²⁴	m */ə m̩/m ²⁴ +	M E M 2 _	0	
m̩³⁵	m */ə m̩/m ³⁵ +	M E M 2 _	1	tɕəɯ³¹m̩³⁵ȵaŋ³¹
^m̩²⁴	m */ə m̩/m ²⁴ +	M E M 2 _	1	m̩²⁴bui⁴²
^m̩³⁵	m */ə m̩/m ³⁵ +	M E M 2 _	1	m̩³⁵ma³¹
m̥m³⁵	m̥ */ə m̩/m ³⁵ +	M E M 2 _	0	
^m̥m³⁵	m̥ */ə m̩/m ³⁵ +	M E M 2 _	1	m̥m³⁵nai³³
m̩²¹	m */ə m̩/m ²¹ +	M E M 3 _	0	
m̩³¹	m */ə m̩/m ³¹ +	M E M 3 _	1	qa⁰³ma¹¹m̩³¹tʰoŋ³⁵
m̩⁵³	m */ə m̩/m ⁵³ +	M E M 3 _	0	
^m̩²¹	m */ə m̩/m ²¹ +	M E M 3 _	1	m̩²¹mɒ¹³
^m̩³¹	m */ə m̩/m ³¹ +	M E M 3 _	19	"m̩³¹noːm³¹toŋ³³;m̩³¹tɕaŋ¹³;m̩³¹pei³³;m̩³¹pei³³bin²³¹;m̩³¹maːi³¹"
^m̩⁵³	m */ə m̩/m ⁵³ +	M E M 3 _	1	m̩⁵³sei⁴⁴
m̩³³	m */ə m̩/m ³³ +	M E M 4 _	0	
^m̩³³	m */ə m̩/m ³³ +	M E M 4 _	3	"m̩³³pei³⁵kaŋ³¹koŋ⁵⁵;m̩³³mei³³;m̩³³tu⁵⁵"
m̩⁵⁵	m */ə m̩/m ⁵⁵ +	M E M 5 _	0	
^m̩⁵⁵	m */ə m̩/m ⁵⁵ +	M E M 5 _	6	"m̩⁵⁵mo³³;m̩⁵⁵naːi³³;m̩⁵⁵ȵi¹³;m̩⁵⁵tʃei³¹;m̩⁵⁵mi³¹"
ŋ̥ŋ²²	ŋ̊ */ə ŋ ²² +	N E N 1 _	0	
^ŋ̥ŋ²²	ŋ̊ */ə ŋ ²² +	N E N 1 _	1	ŋ̥ŋ²²mjan²²
n̩²⁴	n */ə n̩/n ²⁴ +	N E N 2 _	0	
n̩³⁵	n */ə n̩/n ³⁵ +	N E N 2 _	0	
^n̩²⁴	n */ə n̩/n ²⁴ +	N E N 2 _	3	"n̩²⁴ma³¹;n̩²⁴tjəi⁴²;n̩²⁴ma³¹"
^n̩³⁵	n */ə n̩/n ³⁵ +	N E N 2 _	1	n̩³⁵pa⁵³tsu³³
ŋ̥ŋ²⁴	ŋ̊ */ə ŋ ²⁴ +	N E N 2 _	0	
^ŋ̥ŋ²⁴	ŋ̊ */ə ŋ ²⁴ +	N E N 2 _	0	
n̩³¹	n */ə n̩/n ³¹ +	N E N 3 _	0	
n̩⁵³	n */ə n̩/n ⁵³ +	N E N 3 _	0	
ŋ̩⁵³	ŋ̍ */ə ŋ ⁵³ +	N E N 3 _	0	
^n̩³¹	n */ə n̩/n ³¹ +	N E N 3 _	2	"n̩³¹n̥o⁴⁴nei⁵³;n̩³¹ȵ̥aŋ²⁴"
^n̩⁵³	n */ə n̩/n ⁵³ +	N E N 3 _	1	n̩⁵³tei³⁵ntʃo¹²
^ŋ̩⁵³	ŋ̍ */ə ŋ ⁵³ +	N E N 3 _	6	"ŋ̩⁵³wei¹¹tʃɒŋ¹¹θeŋ³³;ŋ̩⁵³ȵu³¹;ŋ̩⁵³qa³¹;ŋ̩⁵³no²²;ŋ̩⁵³wei¹¹"
ŋ̥ŋ³¹	ŋ̊ */ə ŋ ³¹ +	N E N 3 _	0	
ŋ̥ŋ⁵³	ŋ̊ */ə ŋ ⁵³ +	N E N 3 _	0	
^ŋ̥ŋ³¹	ŋ̊ */ə ŋ ³¹ +	N E N 3 _	1	ŋ̥ŋ³¹ȵe³¹
^ŋ̥ŋ⁵³	ŋ̊ */ə ŋ ⁵³ +	N E N 3 _	5	"ŋ̥ŋ⁵³pja⁵³;ŋ̥ŋ⁵³kuŋ⁴⁴;ŋ̥ŋ⁵³dan⁴⁴;ŋ̥ŋ⁵³dip⁴⁴;ŋ̥ŋ⁵³gui⁵³"
^ŋ̩ŋ⁵³	ŋ̍ */ə ŋ ⁵³ +	N E N 3 _	1	ŋ̩ŋ⁵³ʑu⁵³
ŋ̥ŋ³³	ŋ̊ */ə ŋ ³³ +	N E N 4 _	0	
^ŋ̥ŋ³³	ŋ̊ */ə ŋ ³³ +	N E N 4 _	1	ŋ̥ŋ³³teu⁴⁴
n̩⁵⁵	n */ə n̩/n ⁵⁵ +	N E N 5 _	0	
^n̩⁵⁵	n */ə n̩/n ⁵⁵ +	N E N 5 _	2	"n̩⁵⁵ʃei¹¹;n̩⁵⁵mo³³"
^ŋ̩⁴⁴	ŋ̍ */ə ŋ ⁴⁴ +	N E N 5 _	1	ŋ̩⁴⁴ŋo⁴²
^ŋ̩⁰³	ŋ */ə ŋ̍ ⁰/³ +	N E N 6 _	5	"ŋ̩⁰³tɕo³⁵;ŋ̩⁰³kwei³¹;ŋ̩⁰³kwei³¹³;ŋ̩⁰³tɕeu⁵⁵;ŋ̩⁰³ti³⁵"
ŋ̥ŋ²³¹	ŋ̊ */ə ŋ ²³¹ +	N E N 6 _	0	
ŋ̥ŋ³¹³	ŋ̊ */ə ŋ ³¹³ +	N E N 6 _	0	
^ŋ̥ŋ²³¹	ŋ̊ */ə ŋ ²³¹ +	N E N 6 _	1	ŋ̥ŋ²³¹ɬa²⁴
^ŋ̥ŋ³¹³	ŋ̊ */ə ŋ ³¹³ +	N E N 6 _	1	ŋ̥ŋ³¹³ntau⁵³
^pŋ⁵⁵	p */ə ŋ ⁵⁵ +	P E N 5 _	0	
^pŋ³¹³	p */ə ŋ ³¹³ +	P E N 6 _	0	
^tŋ⁵⁵	t */ə ŋ ⁵⁵ +	T E N 5 _	0	
^tʰŋ⁴⁴	tʰ */ə ŋ ⁴⁴ +	T E N 5 _	1	tʰŋ⁴⁴nu¹³
^tʰŋ⁵⁵	tʰ */ə ŋ ⁵⁵ +	T E N 5 _	0	
¹¹ŋ̥jɒ³⁵$	¹¹ + ŋ j ɒ ³⁵	1 _ N J O 2	1	ðo¹¹ŋ̥jɒ³⁵
³⁵ŋ̥jɒ³⁵$	³⁵ + ŋ j ɒ ³⁵	2 _ N J O 2	1	pʰa³⁵ŋ̥jɒ³⁵
²¹ʔŋ⁴⁴$	²¹ + ʔ */ə ŋ ⁴⁴	3 _ H E N 5	0	
³¹ŋ̥jɒ³⁵$	³¹ + ŋ j ɒ ³⁵	3 _ N J O 2	0	
³³ŋ̩³³$	³³ + ŋ */ə ŋ̍ ³³	4 _ N E N 4	1	ŋqai³³ŋ̩³³
⁵⁵ʔŋ¹³$	⁵⁵ + ʔ */ə ŋ ¹³	5 _ H E N 2	1	tɬa⁴⁴ho⁵⁵ʔŋ¹³
he³¹³ŋ̩³⁵	h e ³¹³ + ŋ̍ ³⁵	H E 6 _ N 2	0	
^qa³⁵ŋ̩³³	q a ³⁵ + ŋ */ə ŋ̍ ³³	K A 2 _ N E N 4	2	"qa³⁵ŋ̩³³;qa³⁵ŋ̩³³"
^qʰau³⁵ŋ̩³³	qʰ au ³⁵ + ŋ̍ */ə ŋ ³³	K A 2 _ N E N 4	1	qʰau³⁵ŋ̩³³
^qa⁰³ŋ̩¹³	q a ⁰/³ + ŋ */ə ŋ̍ ¹³	K A 6 _ N E N 2	1	qa⁰³ŋ̩¹³
ge³¹³ŋ̩³¹³	g e ³¹³ + ŋ̍ */ə ŋ ³¹³	K E 6 _ N E N 6	0	
^la⁰⁴ŋ²²	l a ⁰/⁴ + ŋ */ə ŋ ²²	L A 6 _ N E N 1	1	la⁰⁴ŋ²²
^la⁰⁴ŋ̩⁵⁵	l a ⁰/⁴ + ŋ̍ */ə ŋ ⁵⁵	L A 6 _ N E N 5	1	la⁰⁴ŋ̩⁵⁵
^mai⁵³ŋ̩³³	m ai ⁵³ + ŋ */ə ŋ̍ ³³	M A 3 _ N E N 4	1	mai⁵³ŋ̩³³
^mi⁵⁵ŋ̩³¹³	m i ⁵⁵ + ŋ̍ */ə ŋ ³¹³	M I 5 _ N E N 6	1	mi⁵⁵ŋ̩³¹³
^ŋa³¹ŋ̩³³	ŋ a ³¹ + ŋ */ə ŋ̍ ³³	N A 3 _ N E N 4	1	ŋa³¹ŋ̩³³
^ŋe³⁵ŋ̩³³	ŋ e ³⁵ + ŋ */ə ŋ̍ ³³	N E 2 _ N E N 4	1	ŋe³⁵ŋ̩³³
^ŋe³³ŋ̩³³	ŋ e ³³ + ŋ */ə ŋ̍ ³³	N E 4 _ N E N 4	1	ŋe³³ŋ̩³³
^ŋ̩³¹ȵu³¹	ŋ̍ */ə ŋ ³¹ + ȵ u ³¹	N E N 3 _ N Y 3	1	ŋ̩³¹ȵu³¹
^ŋ̩³³ȵe³¹	ŋ̍ */ə ŋ ³³ + ȵ e ³¹	N E N 4 _ N E 3	1	ŋ̩³³ȵe³¹
^ŋ̩³¹³ɕi⁴⁴	ŋ̍ */ə ŋ ³¹³ + ɕ i ⁴⁴	N E N 6 _ S I 5	1	ŋ̩³¹³ɕi⁴⁴
^pi³¹³ŋ̩³¹³	p i ³¹³ + ŋ̍ */ə ŋ ³¹³	P I 6 _ N E N 6	1	pi³¹³ŋ̩³¹³
^sə²¹ŋ̩³²	s ə ²¹ + ŋ */ə ŋ̍ ³²	S E 3 _ N E N 3	1	sə²¹ŋ̩³²
^ɕi³¹ŋ̩³¹	ɕ i ³¹ + ŋ̍ */ə ŋ ³¹	S I 3 _ N E N 3	1	ɕi³¹ŋ̩³¹
^tu³⁵ŋ̩³¹³	t u ³⁵ + ŋ̍ */ə ŋ ³¹³	T Y 2 _ N E N 6	1	tu³⁵ŋ̩³¹³
fŋ³¹³tŋ³¹³$	f */ə ŋ ³¹³ + t */ə ŋ ³¹³	B E N 6 _ T E N 6	1	tɬe⁴⁴fŋ³¹³tŋ³¹³
^tsau³⁵ŋ̩³³	ts a u ³⁵ + ŋ */ə ŋ̍ ³³	C A Y 2 _ N E N 4	0	
^tɕoŋ³³ŋ̩³³	tɕ o ŋ ³³ + ŋ̍ */ə ŋ ³³	C U N 4 _ N E N 4	1	tɕoŋ³³ŋ̩³³
^qaŋ³⁵ŋ̩³³	q a ŋ ³⁵ + ŋ̍ */ə ŋ ³³	K A N 2 _ N E N 4	2	"qaŋ³⁵ŋ̩³³;qaŋ³⁵ŋ̩³³"
^kjankau¹³	k j a n ⁰ + k au ¹³	K J A N 6 _ K A 2	1	kjankau¹³
gjeu³¹³ŋ̩³¹³	g j eu ³¹³ + ŋ̍ */ə ŋ ³¹³	K J E 6 _ N E N 6	0	
^taŋ³⁵ŋ̩³³	n a ŋ ³⁵ + ŋ̍ */ə ŋ ³³	N A N 2 _ N E N 4	1	taŋ³⁵ŋ̩³³
^ŋ̩¹¹kwe³¹	ŋ̍ */ə ŋ ¹¹ + k w e ³¹	N E N 1 _ K W E 3	1	ŋ̩¹¹kwe³¹
^ŋ̩³¹goːŋ⁵³	ŋ̍ */ə ŋ ³¹ + g oː ŋ ⁵³	N E N 3 _ K U N 3	1	ŋ̩³¹goːŋ⁵³
^ŋ̩³³ʔaŋ³⁵	ŋ̍ */ə ŋ ³³ + ʔ a ŋ ³⁵	N E N 4 _ H A N 2	2	"ŋ̩³³ʔaŋ³⁵;ŋ̩³³ʔaŋ³⁵"
^ŋ̩³³kwai³³	ŋ̍ */ə ŋ ³³ + k w ai ³³	N E N 4 _ K W A 4	1	ŋ̩³³kwai³³
^ŋ̩³¹³kuŋ³¹³	ŋ̍ */ə ŋ ³¹³ + k u ŋ ³¹³	N E N 6 _ K Y N 6	1	ŋ̩³¹³kuŋ³¹³
^ɕi³¹ŋ̩⁵³	ɕ i ³¹ + ŋ̍ */ə ŋ ⁵³ +	S I 3 _ N E N 3 _	1	ɕi³¹ŋ̩⁵³ȵu³¹
^tʰjeu¹³ŋ̩⁵³	tʰ j eu ¹³ + ŋ̍ */ə ŋ ⁵³	T J E 2 _ N E N 3	1	tʰjeu¹³ŋ̩⁵³
^tɬjeu³⁵ŋ̩³¹³	tɬ j eu ³⁵ + ŋ̍ */ə ŋ ³¹³	T J E 2 _ N E N 6	1	tɬjeu³⁵ŋ̩³¹³
^ton¹³ŋ̩³¹³	t o n ¹³ + ŋ̍ */ə ŋ ³¹³	T U N 2 _ N E N 6	1	ton¹³ŋ̩³¹³
kjon¹³ŋ̩³¹³	k j o n ¹³ + ŋ̍ */ə ŋ ³¹³	K J U N 2 _ N E N 6	0	
^sjap²²ŋ̩⁴⁴	s j a p ²² + ŋ̍ */ə ŋ ⁴⁴	S J A P 1 _ N E N 5	1	sjap²²ŋ̩⁴⁴
^tjaŋ³³ŋ̩³³	t j a ŋ ³³ + ŋ̍ */ə ŋ ³³	T J A N 4 _ N E N 4	1	tjaŋ³³ŋ̩³³
